Date,Close
2010-01-04,222.17857360839844
2010-01-05,222.9226531982422
2010-01-06,219.66990661621094
2010-01-07,214.73321533203125
2010-01-08,209.55844116210938
2010-01-11,211.7227325439453
2010-01-12,219.99722290039062
2010-01-13,228.2079315185547
2010-01-14,228.73948669433594
2010-01-15,227.55308532714844
2010-01-18,228.47584533691406
2010-01-19,224.16001892089844
2010-01-20,226.01385498046875
2010-01-21,223.25006103515625
2010-01-22,219.03196716308594
2010-01-25,216.20013427734375
2010-01-27,212.79420471191406
2010-01-28,211.90130615234375
2010-01-29,210.51939392089844
2010-02-01,208.45713806152344
2010-02-02,207.49624633789062
2010-02-03,210.32383728027344
2010-02-04,206.56922912597656
2010-02-05,200.07632446289062
2010-02-08,204.4049530029297
2010-02-09,210.3748321533203
2010-02-10,209.79229736328125
2010-02-11,212.47108459472656
2010-02-15,212.4881134033203
2010-02-16,216.12783813476562
2010-02-17,214.1889190673828
2010-02-18,215.46458435058594
2010-02-19,215.3582763671875
2010-02-22,218.4154510498047
2010-02-23,219.51673889160156
2010-02-24,219.09158325195312
2010-02-25,222.58248901367188
2010-02-26,221.2728729248047
2010-03-02,224.59371948242188
2010-03-03,226.74099731445312
2010-03-04,223.1310272216797
2010-03-05,224.1429901123047
2010-03-08,226.17123413085938
2010-03-09,228.24624633789062
2010-03-10,226.1457061767578
2010-03-11,228.1611785888672
2010-03-12,227.33627319335938
2010-03-15,229.71742248535156
2010-03-16,232.36224365234375
2010-03-17,232.8682098388672
2010-03-18,237.06069946289062
2010-03-19,235.76390075683594
2010-03-22,234.49253845214844
2010-03-23,236.03170776367188
2010-03-25,239.30149841308594
2010-03-26,235.9764404296875
2010-03-29,231.02708435058594
2010-03-30,224.85733032226562
2010-03-31,222.46337890625
2010-04-01,227.09814453125
2010-04-05,227.73593139648438
2010-04-06,225.4654541015625
2010-04-07,224.82760620117188
2010-04-08,226.52833557128906
2010-04-09,227.5872039794922
2010-04-12,228.1739044189453
2010-04-13,236.57603454589844
2010-04-15,238.25132751464844
2010-04-16,237.145751953125
2010-04-19,234.0247344970703
2010-04-20,231.93275451660156
2010-04-21,230.66993713378906
2010-04-22,231.1759033203125
2010-04-23,231.90298461914062
2010-04-26,232.9234619140625
2010-04-27,232.79595947265625
2010-04-28,229.5686492919922
2010-04-29,230.38925170898438
2010-04-30,232.85540771484375
2010-05-03,229.17750549316406
2010-05-04,226.73245239257812
2010-05-05,229.01583862304688
2010-05-06,226.0521697998047
2010-05-07,222.5399932861328
2010-05-10,227.5446319580078
2010-05-11,226.2732696533203
2010-05-12,228.05487060546875
2010-05-13,230.13418579101562
2010-05-14,225.52066040039062
2010-05-17,222.4974365234375
2010-05-18,223.59019470214844
2010-05-19,221.34947204589844
2010-05-20,221.17080688476562
2010-05-21,219.55503845214844
2010-05-24,221.14097595214844
2010-05-25,215.44325256347656
2010-05-26,224.2246551513672
2010-05-27,226.13246154785156
2010-05-28,229.04965209960938
2010-05-31,227.38575744628906
2010-06-01,224.50711059570312
2010-06-02,225.8672637939453
2010-06-03,230.80763244628906
2010-06-04,233.45535278320312
2010-06-07,228.55345153808594
2010-06-08,227.08633422851562
2010-06-09,224.55838012695312
2010-06-10,226.32069396972656
2010-06-11,225.0545654296875
2010-06-14,234.94808959960938
2010-06-15,233.94728088378906
2010-06-16,236.91571044921875
2010-06-17,236.52647399902344
2010-06-18,238.35302734375
2010-06-21,239.60198974609375
2010-06-22,236.71897888183594
2010-06-23,239.34107971191406
2010-06-24,241.47543334960938
2010-06-25,237.62579345703125
2010-06-28,240.30348205566406
2010-06-29,238.9816436767578
2010-06-30,238.76356506347656
2010-07-01,236.71473693847656
2010-07-02,233.331298828125
2010-07-05,234.69580078125
2010-07-06,238.25889587402344
2010-07-07,237.97227478027344
2010-07-08,241.97158813476562
2010-07-09,245.84690856933594
2010-07-12,247.7375030517578
2010-07-13,239.2554473876953
2010-07-14,234.64869689941406
2010-07-15,236.077392578125
2010-07-16,237.56591796875
2010-07-19,237.00558471679688
2010-07-20,236.0817108154297
2010-07-21,237.10818481445312
2010-07-22,235.64114379882812
2010-07-23,238.374267578125
2010-07-26,239.91419982910156
2010-07-27,241.99728393554688
2010-07-28,242.27955627441406
2010-07-29,242.36940002441406
2010-07-30,238.5411834716797
2010-08-02,239.27264404296875
2010-08-03,238.19039916992188
2010-08-04,245.90687561035156
2010-08-05,245.4576873779297
2010-08-06,244.9915008544922
2010-08-09,245.91958618164062
2010-08-10,242.0186767578125
2010-08-11,240.46597290039062
2010-08-12,237.1980743408203
2010-08-13,237.5872039794922
2010-08-16,236.27410888671875
2010-08-17,235.2989044189453
2010-08-18,240.15370178222656
2010-08-19,239.9270782470703
2010-08-20,236.932861328125
2010-08-23,239.8030242919922
2010-08-24,236.5607147216797
2010-08-25,237.04393005371094
2010-08-26,236.59500122070312
2010-08-27,231.82568359375
2010-08-30,231.0172119140625
2010-08-31,232.16354370117188
2010-09-01,237.49314880371094
2010-09-02,235.51275634765625
2010-09-03,237.6043701171875
2010-09-06,242.2410888671875
2010-09-07,245.08987426757812
2010-09-08,246.32598876953125
2010-09-09,247.66055297851562
2010-09-13,251.24497985839844
2010-09-14,254.55564880371094
2010-09-15,261.16424560546875
2010-09-16,253.7301483154297
2010-09-17,254.08944702148438
2010-09-20,257.3787536621094
2010-09-21,261.70318603515625
2010-09-22,257.8663330078125
2010-09-23,258.6020812988281
2010-09-24,260.84344482421875
2010-09-27,259.4319152832031
2010-09-28,258.0630798339844
2010-09-29,259.29931640625
2010-09-30,260.96331787109375
2010-10-01,265.38177490234375
2010-10-04,263.3542785644531
2010-10-05,263.888916015625
2010-10-06,265.52294921875
2010-10-07,261.2156066894531
2010-10-08,263.1702575683594
2010-10-11,263.0119934082031
2010-10-12,263.07623291015625
2010-10-13,269.71905517578125
2010-10-14,272.4908142089844
2010-10-15,263.1702575683594
2010-10-18,265.8009033203125
2010-10-19,257.51568603515625
2010-10-20,258.2342834472656
2010-10-21,263.07623291015625
2010-10-22,264.6975402832031
2010-10-25,261.7497253417969
2010-10-26,261.29034423828125
2010-10-27,258.37298583984375
2010-10-28,257.56231689453125
2010-10-29,257.6360168457031
2010-11-01,260.2326354980469
2010-11-02,262.4347229003906
2010-11-03,262.2006530761719
2010-11-04,266.77813720703125
2010-11-08,261.468017578125
2010-11-09,265.27398681640625
2010-11-10,267.25494384765625
2010-11-11,264.8275146484375
2010-11-12,259.90313720703125
2010-11-15,262.69476318359375
2010-11-16,257.5710144042969
2010-11-18,260.43194580078125
2010-11-19,256.9512023925781
2010-11-22,263.8781433105469
