Date,Close
2010-01-04,133.35311889648438
2010-01-05,134.618896484375
2010-01-06,135.6497344970703
2010-01-07,134.36878967285156
2010-01-08,132.4815216064453
2010-01-11,131.791748046875
2010-01-12,127.75193786621094
2010-01-13,127.43357849121094
2010-01-14,126.6225814819336
2010-01-15,127.70642852783203
2010-01-18,130.8746795654297
2010-01-19,131.2005615234375
2010-01-20,133.08787536621094
2010-01-21,129.26026916503906
2010-01-22,127.441162109375
2010-01-25,125.9404067993164
2010-01-27,119.34630584716797
2010-01-28,119.45997619628906
2010-01-29,125.8722152709961
2010-02-01,126.69834899902344
2010-02-02,124.15164947509766
2010-02-03,127.25165557861328
2010-02-04,125.6372299194336
2010-02-05,120.99102020263672
2010-02-08,122.08248901367188
2010-02-09,123.15116119384766
2010-02-10,121.24115753173828
2010-02-11,125.2203598022461
2010-02-15,123.90154266357422
2010-02-16,126.19055938720703
2010-02-17,127.47906494140625
2010-02-18,127.34260559082031
2010-02-19,126.35730743408203
2010-02-22,126.06169128417969
2010-02-23,128.5098876953125
2010-02-24,127.50936889648438
2010-02-25,129.09347534179688
2010-02-26,132.20864868164062
2010-03-02,135.99839782714844
2010-03-03,137.6961669921875
2010-03-04,136.1878662109375
2010-03-05,136.69566345214844
2010-03-08,140.03067016601562
2010-03-09,140.24285888671875
2010-03-10,139.12872314453125
2010-03-11,141.10693359375
2010-03-12,141.9861297607422
2010-03-15,140.03067016601562
2010-03-16,141.0539093017578
2010-03-17,143.79006958007812
2010-03-18,146.07907104492188
2010-03-19,145.0027618408203
2010-03-22,141.77389526367188
2010-03-23,140.29591369628906
2010-03-25,141.56170654296875
2010-03-26,143.6309051513672
2010-03-29,144.4040069580078
2010-03-30,145.49545288085938
2010-03-31,144.38885498046875
2010-04-01,144.41159057617188
2010-04-05,149.36854553222656
2010-04-06,151.25582885742188
2010-04-07,149.6717529296875
2010-04-08,145.69252014160156
2010-04-09,148.29983520507812
2010-04-12,146.2306671142578
2010-04-13,142.82748413085938
2010-04-15,139.1589813232422
2010-04-16,139.8335723876953
2010-04-19,139.43185424804688
2010-04-20,141.43283081054688
2010-04-21,144.2978973388672
2010-04-22,143.07760620117188
2010-04-23,148.20889282226562
2010-04-26,145.54852294921875
2010-04-27,143.5475311279297
2010-04-28,139.37881469726562
2010-04-29,143.56268310546875
2010-04-30,144.3054656982422
2010-05-03,142.0240478515625
2010-05-04,138.7345428466797
2010-05-05,136.98370361328125
2010-05-06,136.86244201660156
2010-05-07,132.88323974609375
2010-05-10,139.78053283691406
2010-05-11,138.94676208496094
2010-05-12,138.6663360595703
2010-05-13,140.52333068847656
2010-05-14,138.10546875
2010-05-17,136.59716796875
2010-05-18,134.7932586669922
2010-05-19,124.97782135009766
2010-05-20,126.06929779052734
2010-05-21,126.5467758178711
2010-05-24,126.13750457763672
2010-05-25,122.68882751464844
2010-05-26,128.5098876953125
2010-05-27,129.88174438476562
2010-05-28,131.0868682861328
2010-05-31,131.62503051757812
2010-06-01,127.02427673339844
2010-06-02,127.68370819091797
2010-06-03,129.47247314453125
2010-06-04,131.25364685058594
2010-06-07,127.63060760498047
2010-06-08,123.92430877685547
2010-06-09,124.99299621582031
2010-06-10,127.53112030029297
2010-06-11,130.13851928710938
2010-06-14,131.3153076171875
2010-06-15,132.30751037597656
2010-06-16,134.8687744140625
2010-06-17,135.96092224121094
2010-06-18,133.7227325439453
2010-06-21,138.41448974609375
2010-06-22,137.15309143066406
2010-06-23,138.50677490234375
2010-06-24,136.2454833984375
2010-06-25,131.7613983154297
2010-06-28,133.8534698486328
2010-06-29,130.49234008789062
2010-06-30,132.55364990234375
2010-07-01,129.43862915039062
2010-07-02,129.22325134277344
2010-07-05,129.30789184570312
2010-07-06,132.10752868652344
2010-07-07,130.16929626464844
2010-07-08,132.64593505859375
2010-07-09,134.73797607421875
2010-07-12,137.4376678466797
2010-07-13,138.36065673828125
2010-07-14,137.0992431640625
2010-07-15,135.6532745361328
2010-07-16,138.81442260742188
2010-07-19,138.45294189453125
2010-07-20,136.42242431640625
2010-07-21,138.84521484375
2010-07-22,139.78353881835938
2010-07-23,140.4219207763672
2010-07-26,141.01419067382812
2010-07-27,142.1678924560547
2010-07-28,139.80661010742188
2010-07-29,142.86009216308594
2010-07-30,139.198974609375
2010-08-02,144.52915954589844
2010-08-03,147.98257446289062
2010-08-04,149.0978240966797
2010-08-05,146.96731567382812
2010-08-06,146.1059112548828
2010-08-09,150.76686096191406
2010-08-10,152.1205596923828
2010-08-11,149.49778747558594
2010-08-12,148.18255615234375
2010-08-13,150.19769287109375
2010-08-16,147.22882080078125
2010-08-17,147.5057373046875
2010-08-18,148.89016723632812
2010-08-19,155.8278045654297
2010-08-20,152.90509033203125
2010-08-23,155.5970916748047
2010-08-24,154.08953857421875
2010-08-25,151.4129638671875
2010-08-26,151.29759216308594
2010-08-27,147.2826690673828
2010-08-30,148.89016723632812
2010-08-31,150.39772033691406
2010-09-01,153.05889892578125
2010-09-02,154.427978515625
2010-09-03,153.98187255859375
2010-09-06,159.89657592773438
2010-09-07,159.7658233642578
2010-09-08,158.07369995117188
2010-09-09,161.5502471923828
2010-09-13,168.90321350097656
2010-09-14,169.23394775390625
2010-09-15,169.81077575683594
2010-09-16,169.7569580078125
2010-09-17,171.39523315429688
2010-09-20,173.47958374023438
2010-09-21,173.38729858398438
2010-09-22,173.2257537841797
2010-09-23,169.24932861328125
2010-09-24,171.37982177734375
2010-09-27,171.5336456298828
2010-09-28,170.85682678222656
2010-09-29,169.51084899902344
2010-09-30,171.2029266357422
2010-10-01,174.6256103515625
2010-10-04,177.8483123779297
2010-10-05,176.54847717285156
2010-10-06,176.77151489257812
2010-10-07,174.99481201171875
2010-10-08,173.2411651611328
2010-10-11,174.22567749023438
2010-10-12,175.1639862060547
2010-10-13,178.2405548095703
2010-10-14,175.31785583496094
2010-10-15,173.0027618408203
2010-10-18,171.6951904296875
2010-10-19,172.21820068359375
2010-10-20,171.34906005859375
2010-10-21,173.76419067382812
2010-10-22,174.11026000976562
2010-10-25,175.68702697753906
2010-10-26,174.00259399414062
2010-10-27,170.24917602539062
2010-10-28,167.5264434814453
2010-10-29,178.90200805664062
2010-11-01,189.5161590576172
2010-11-02,189.41616821289062
2010-11-03,190.5391082763672
2010-11-04,194.75401306152344
2010-11-08,193.100341796875
2010-11-09,195.2308807373047
2010-11-10,193.08497619628906
2010-11-11,190.30068969726562
2010-11-12,184.66290283203125
2010-11-15,188.1624755859375
2010-11-16,184.94747924804688
2010-11-18,179.1173858642578
2010-11-19,176.70230102539062
2010-11-22,181.5247802734375
2010-11-23,177.97137451171875
2010-11-24,173.0719451904297
2010-11-25,171.7105712890625
2010-11-26,172.92579650878906
2010-11-29,177.56373596191406
2010-11-30,175.68702697753906
2010-12-01,179.58656311035156
2010-12-02,183.2322998046875
2010-12-03,181.7401580810547
2010-12-06,177.0868682861328
2010-12-07,170.82601928710938
2010-12-08,169.88772583007812
2010-12-09,162.79623413085938
2010-12-10,171.84130859375
2010-12-13,172.34896850585938
2010-12-14,172.21051025390625
2010-12-15,165.93434143066406
2010-12-16,170.09536743164062
2010-12-20,169.2185516357422
2010-12-21,175.1101837158203
2010-12-22,174.09486389160156
2010-12-23,173.77188110351562
2010-12-24,172.00283813476562
2010-12-27,173.1411590576172
2010-12-28,171.03370666503906
2010-12-29,173.74110412597656
2010-12-30,174.87940979003906
2010-12-31,176.1484832763672
2011-01-03,176.1100616455078
2011-01-04,169.83384704589844
2011-01-05,164.49603271484375
2011-01-06,162.0501708984375
2011-01-07,161.39639282226562
2011-01-10,155.98162841796875
2011-01-11,157.35841369628906
2011-01-12,164.51138305664062
2011-01-13,157.8275604248047
2011-01-14,155.2432861328125
2011-01-17,154.00494384765625
2011-01-18,155.58935546875
2011-01-19,157.40457153320312
2011-01-20,161.60406494140625
2011-01-21,163.91148376464844
2011-01-24,166.7342071533203
2011-01-25,159.6581268310547
2011-01-27,156.03546142578125
2011-01-28,156.66616821289062
2011-01-31,157.15074157714844
2011-02-01,153.0281219482422
2011-02-02,155.58169555664062
2011-02-03,157.98141479492188
2011-02-04,153.21273803710938
2011-02-07,150.5592041015625
2011-02-08,146.37509155273438
2011-02-09,147.2211456298828
2011-02-10,147.65185546875
2011-02-11,153.9126739501953
2011-02-14,159.09666442871094
2011-02-15,162.16551208496094
2011-02-16,161.61175537109375
2011-02-17,162.5962371826172
2011-02-18,157.8583526611328
2011-02-21,159.61968994140625
2011-02-22,157.9967803955078
2011-02-23,154.7664031982422
2011-02-24,146.34432983398438
2011-02-25,151.71290588378906
2011-02-28,149.34397888183594
2011-03-01,157.8583526611328
2011-03-03,156.8353729248047
2011-03-04,156.3431396484375
2011-03-07,155.38943481445312
2011-03-08,156.99691772460938
2011-03-09,159.25047302246094
2011-03-10,156.06625366210938
2011-03-11,154.88946533203125
2011-03-14,156.7661590576172
2011-03-15,153.30502319335938
2011-03-16,158.05064392089844
2011-03-17,155.65090942382812
2011-03-18,154.22030639648438
2011-03-21,154.38186645507812
2011-03-22,154.4664306640625
2011-03-23,160.11962890625
2011-03-24,161.99630737304688
2011-03-25,167.84178161621094
2011-03-28,169.33389282226562
2011-03-29,169.1339569091797
2011-03-30,170.6106719970703
2011-03-31,171.70285034179688
2011-04-01,169.656982421875
2011-04-04,172.16436767578125
2011-04-05,170.94140625
2011-04-06,169.28781127929688
2011-04-07,169.82615661621094
2011-04-08,168.9493408203125
2011-04-11,169.30316162109375
2011-04-13,173.3411102294922
2011-04-15,169.4723663330078
2011-04-18,166.7650146484375
2011-04-19,167.6802978515625
2011-04-20,171.1106414794922
2011-04-21,172.05665588378906
2011-04-25,171.1567840576172
2011-04-26,172.51046752929688
2011-04-27,170.2645721435547
2011-04-28,171.90284729003906
2011-04-29,171.43368530273438
2011-05-02,168.9493408203125
2011-05-03,164.25758361816406
2011-05-04,162.69625854492188
2011-05-05,158.44288635253906
2011-05-06,166.71884155273438
2011-05-09,166.5957794189453
2011-05-10,165.5497589111328
2011-05-11,165.62667846679688
2011-05-12,161.85018920898438
2011-05-13,165.06521606445312
